,Id,category,identifier
CD34,56,Ligand,CD34
CD34,57,Receptor,CD34
CD8A,58,Ligand,CD8A
CD8A,59,Receptor,CD8A
CDH1,60,Ligand,CDH1
CDH1,61,Receptor,CDH1
CDH2,62,Ligand,CDH2
CDH2,63,Receptor,CDH2
CDH5,64,Ligand,CDH5
CDH5,65,Receptor,CDH5
CDX1,66,Receptor,CDX1
CDX2,67,Receptor,CDX2
CER1,68,Ligand,CER1
CHRD,69,Ligand,CHRD
CHRD,70,Receptor,CHRD
CLDN4,71,Ligand,CLDN4
CLDN4,72,Receptor,CLDN4
CLDN5,73,Receptor,CLDN5
CNTFR,74,Ligand,CNTFR
CNTFR,75,Receptor,CNTFR
COL1A1,76,Ligand,COL1A1
COL1A1,77,Receptor,COL1A1
COL1A2,78,Ligand,COL1A2
COL1A2,79,Receptor,COL1A2
COL26A1,80,Ligand,COL26A1
COL4A1,81,Ligand,COL4A1
COL4A1,82,Receptor,COL4A1
CORO1A,83,Receptor,CORO1A
CPM,84,Ligand,CPM
CPN1,85,Ligand,CPN1
CXCL12,86,Ligand,CXCL12
CXCL12,87,Receptor,CXCL12
DKK1,88,Ligand,DKK1
DKK1,89,Receptor,DKK1
DLK1,90,Ligand,DLK1
DLK1,91,Receptor,DLK1
DLL1,92,Ligand,DLL1
DLL1,93,Receptor,DLL1
DLL3,94,Ligand,DLL3
DLL3,95,Receptor,DLL3
DNMT3A,96,Receptor,DNMT3A
DNMT3B,97,Receptor,DNMT3B
DNMT3L,98,Ligand,DNMT3L
DNMT3L,99,Receptor,DNMT3L
DUSP6,100,Ligand,DUSP6
DUSP6,101,Receptor,DUSP6
EED,102,Receptor,EED
EFNA5,103,Ligand,EFNA5
EFNA5,104,Receptor,EFNA5
ENG,105,Ligand,ENG
ENG,106,Receptor,ENG
EP300,107,Ligand,EP300
EP300,108,Receptor,EP300
EPCAM,109,Ligand,EPCAM
EPCAM,110,Receptor,EPCAM
EPHA5,111,Ligand,EPHA5
EPHA5,112,Receptor,EPHA5
EPOR,113,Ligand,EPOR
EPOR,114,Receptor,EPOR
ERG,115,Receptor,ERG
ESAM,116,Receptor,ESAM
ETS1,117,Ligand,ETS1
ETS1,118,Receptor,ETS1
ETV4,119,Receptor,ETV4
EZH2,120,Ligand,EZH2
EZH2,121,Receptor,EZH2
F2R,122,Ligand,F2R
F2R,123,Receptor,F2R
F2RL2,124,Ligand,F2RL2
F2RL2,125,Receptor,F2RL2
FGF10,126,Ligand,FGF10
FGF10,127,Receptor,FGF10
FGF17,128,Ligand,FGF17
FGF17,129,Receptor,FGF17
FGF3,130,Ligand,FGF3
FGF3,131,Receptor,FGF3
FGF5,132,Ligand,FGF5
FGF5,133,Receptor,FGF5
FGFR1,134,Ligand,FGFR1
FGFR1,135,Receptor,FGFR1
FGFR2,136,Ligand,FGFR2
FGFR2,137,Receptor,FGFR2
FGFR3,138,Ligand,FGFR3
FGFR3,139,Receptor,FGFR3
FGFR4,140,Ligand,FGFR4
FGFR4,141,Receptor,FGFR4
FLI1,142,Ligand,FLI1
FLI1,143,Receptor,FLI1
FOLR1,144,Receptor,FOLR1
FOXA1,145,Ligand,FOXA1
FOXA1,146,Receptor,FOXA1
FOXA2,147,Ligand,FOXA2
FOXA2,148,Receptor,FOXA2
FOXC2,149,Receptor,FOXC2
FOXH1,150,Ligand,FOXH1
FST,151,Ligand,FST
FST,152,Receptor,FST
FURIN,153,Ligand,FURIN
FURIN,154,Receptor,FURIN
FZD2,155,Ligand,FZD2
FZD2,156,Receptor,FZD2
GATA1,157,Ligand,GATA1
GATA1,158,Receptor,GATA1
GATA2,159,Ligand,GATA2
GATA2,160,Receptor,GATA2
GATA3,161,Ligand,GATA3
GATA3,162,Receptor,GATA3
GATA4,163,Ligand,GATA4
GATA4,164,Receptor,GATA4
GATA6,165,Receptor,GATA6
GBX2,166,Receptor,GBX2
GDF3,167,Ligand,GDF3
GFI1,168,Ligand,GFI1
GFI1,169,Receptor,GFI1
GFI1B,170,Ligand,GFI1B
GFI1B,171,Receptor,GFI1B
GNG3,172,Ligand,GNG3
GNG3,173,Receptor,GNG3
GNGT2,174,Ligand,GNGT2
GPC4,175,Ligand,GPC4
GPC4,176,Receptor,GPC4
GRAP,177,Ligand,GRAP
GRAP,178,Receptor,GRAP
GSN,179,Ligand,GSN
GSN,180,Receptor,GSN
GYPA,181,Ligand,GYPA
GYPA,182,Receptor,GYPA
GYPC,183,Receptor,GYPC
HAND1,184,Receptor,HAND1
HAND2,185,Receptor,HAND2
HAPLN1,186,Ligand,HAPLN1
HAPLN1,187,Receptor,HAPLN1
HCN4,188,Receptor,HCN4
HOXA1,189,Receptor,HOXA1
HOXA10,190,Ligand,HOXA10
HOXA10,191,Receptor,HOXA10
HOXA11,192,Receptor,HOXA11
HOXA7,193,Receptor,HOXA7
HOXA9,194,Ligand,HOXA9
HOXA9,195,Receptor,HOXA9
HOXB1,196,Receptor,HOXB1
HOXB3,197,Receptor,HOXB3
HOXB6,198,Receptor,HOXB6
HOXB8,199,Ligand,HOXB8
HOXB9,200,Receptor,HOXB9
HOXC6,201,Receptor,HOXC6
HOXC8,202,Receptor,HOXC8
HOXC9,203,Receptor,HOXC9
HOXD4,204,Receptor,HOXD4
HOXD9,205,Ligand,HOXD9
HOXD9,206,Receptor,HOXD9
HSF1,207,Ligand,HSF1
HSF1,208,Receptor,HSF1
ICAM2,209,Ligand,ICAM2
ICAM2,210,Receptor,ICAM2
IGF1,211,Ligand,IGF1
IGF1,212,Receptor,IGF1
IGFBP3,213,Ligand,IGFBP3
IGFBP3,214,Receptor,IGFBP3
IKZF1,215,Ligand,IKZF1
IKZF1,216,Receptor,IKZF1
IRX2,217,Receptor,IRX2
ISL1,218,Receptor,ISL1
ITGA3,219,Ligand,ITGA3
ITGA3,220,Receptor,ITGA3
ITGA4,221,Ligand,ITGA4
ITGA4,222,Receptor,ITGA4
JARID2,223,Ligand,JARID2
KDR,224,Ligand,KDR
KDR,225,Receptor,KDR
KLB,226,Ligand,KLB
KLB,227,Receptor,KLB
KLF1,228,Ligand,KLF1
KLF1,229,Receptor,KLF1
KMT2B,230,Ligand,KMT2B
KMT2B,231,Receptor,KMT2B
KMT2D,232,Ligand,KMT2D
KMT2D,233,Receptor,KMT2D
KRT18,234,Ligand,KRT18
KRT18,235,Receptor,KRT18
LDHB,236,Receptor,LDHB
LEF1,237,Ligand,LEF1
LEF1,238,Receptor,LEF1
LEFTY1,239,Ligand,LEFTY1
LEFTY2,240,Ligand,LEFTY2
LFNG,241,Ligand,LFNG
LFNG,242,Receptor,LFNG
LHX1,243,Ligand,LHX1
LHX2,244,Ligand,LHX2
LHX2,245,Receptor,LHX2
LIN28A,246,Receptor,LIN28A
LMO2,247,Ligand,LMO2
LUM,248,Ligand,LUM
LYL1,249,Ligand,LYL1
LYL1,250,Receptor,LYL1
MARCKS,251,Ligand,MARCKS
MARCKS,252,Receptor,MARCKS
MCL1,253,Ligand,MCL1
MCL1,254,Receptor,MCL1
MEF2C,255,Ligand,MEF2C
MEF2C,256,Receptor,MEF2C
MEIS1,257,Receptor,MEIS1
MEIS2,258,Ligand,MEIS2
MEIS2,259,Receptor,MEIS2
MEOX1,260,Receptor,MEOX1
MKRN1,261,Ligand,MKRN1
MNT,262,Receptor,MNT
MPL,263,Ligand,MPL
MPL,264,Receptor,MPL
MRAP,265,Ligand,MRAP
MRAP,266,Receptor,MRAP
MSX1,267,Ligand,MSX1
MSX1,268,Receptor,MSX1
MSX2,269,Ligand,MSX2
MSX2,270,Receptor,MSX2
MYB,271,Ligand,MYB
MYB,272,Receptor,MYB
MYH9,273,Receptor,MYH9
NANOG,274,Receptor,NANOG
NEFL,275,Receptor,NEFL
NFE2,276,Receptor,NFE2
NID1,277,Ligand,NID1
NID1,278,Receptor,NID1
NODAL,279,Ligand,NODAL
NODAL,280,Receptor,NODAL
NOTCH1,281,Ligand,NOTCH1
NOTCH1,282,Receptor,NOTCH1
NR1D1,283,Ligand,NR1D1
NR1D1,284,Receptor,NR1D1
NR2F1,285,Ligand,NR2F1
NR2F1,286,Receptor,NR2F1
NRP1,287,Ligand,NRP1
NRP1,288,Receptor,NRP1
OSR1,289,Ligand,OSR1
OSR1,290,Receptor,OSR1
OTX2,291,Receptor,OTX2
PAX6,292,Ligand,PAX6
PAX6,293,Receptor,PAX6
PAX8,294,Receptor,PAX8
PCDH19,295,Ligand,PCDH19
PCGF2,296,Ligand,PCGF2
PCGF6,297,Receptor,PCGF6
PCSK1N,298,Ligand,PCSK1N
PDGFA,299,Ligand,PDGFA
PDGFA,300,Receptor,PDGFA
PDGFRA,301,Ligand,PDGFRA
PDGFRA,302,Receptor,PDGFRA
PECAM1,303,Ligand,PECAM1
PECAM1,304,Receptor,PECAM1
PER2,305,Ligand,PER2
PER2,306,Receptor,PER2
PERP,307,Ligand,PERP
PERP,308,Receptor,PERP
PIM2,309,Ligand,PIM2
PITX1,310,Ligand,PITX1
PITX1,311,Receptor,PITX1
PLEK,312,Receptor,PLEK
PLP1,313,Receptor,PLP1
PLVAP,314,Receptor,PLVAP
PODXL,315,Ligand,PODXL
PODXL,316,Receptor,PODXL
POPDC2,317,Ligand,POPDC2
POSTN,318,Ligand,POSTN
POU3F1,319,Receptor,POU3F1
POU5F1,320,Receptor,POU5F1
PRDM1,321,Receptor,PRDM1
PRRX1,322,Ligand,PRRX1
PRRX1,323,Receptor,PRRX1
PSMB8,324,Ligand,PSMB8
PSMB8,325,Receptor,PSMB8
PTN,326,Ligand,PTN
PTN,327,Receptor,PTN
PTPRC,328,Ligand,PTPRC
PTPRC,329,Receptor,PTPRC
RAMP2,330,Receptor,RAMP2
RHOJ,331,Receptor,RHOJ
RSPO3,332,Ligand,RSPO3
RUNX1,333,Ligand,RUNX1
RUNX1,334,Receptor,RUNX1
SETD1A,335,Ligand,SETD1A
SETD1B,336,Ligand,SETD1B
SETD2,337,Ligand,SETD2
SETD2,338,Receptor,SETD2
SFRP1,339,Ligand,SFRP1
SFRP1,340,Receptor,SFRP1
SFRP2,341,Ligand,SFRP2
SFRP2,342,Receptor,SFRP2
SFRP5,343,Ligand,SFRP5
SHH,344,Ligand,SHH
SHH,345,Receptor,SHH
SIX1,346,Ligand,SIX1
SIX1,347,Receptor,SIX1
SIX3,348,Ligand,SIX3
SIX3,349,Receptor,SIX3
SLC4A1,350,Ligand,SLC4A1
SLC4A1,351,Receptor,SLC4A1
SMARCD3,352,Ligand,SMARCD3
SMARCD3,353,Receptor,SMARCD3
SNAI1,354,Receptor,SNAI1
SOCS2,355,Ligand,SOCS2
SOCS2,356,Receptor,SOCS2
SOX10,357,Receptor,SOX10
SOX17,358,Ligand,SOX17
SOX2,359,Ligand,SOX2
SOX2,360,Receptor,SOX2
SOX4,361,Ligand,SOX4
SOX4,362,Receptor,SOX4
SPI1,363,Ligand,SPI1
SPI1,364,Receptor,SPI1
SPRY4,365,Ligand,SPRY4
SPRY4,366,Receptor,SPRY4
STMN2,367,Receptor,STMN2
SUZ12,368,Receptor,SUZ12
TAGLN,369,Ligand,TAGLN
TAGLN,370,Receptor,TAGLN
TAL1,371,Ligand,TAL1
TAL1,372,Receptor,TAL1
TBX1,373,Receptor,TBX1
TBX3,374,Receptor,TBX3
TCF7L1,375,Receptor,TCF7L1
TDO2,376,Receptor,TDO2
TEAD2,377,Receptor,TEAD2
TET1,378,Receptor,TET1
TET2,379,Ligand,TET2
TET2,380,Receptor,TET2
TET3,381,Ligand,TET3
TFAP2A,382,Receptor,TFAP2A
TFAP2B,383,Ligand,TFAP2B
TFAP2B,384,Receptor,TFAP2B
TFAP2C,385,Receptor,TFAP2C
TGM1,386,Ligand,TGM1
THBS1,387,Ligand,THBS1
THBS1,388,Receptor,THBS1
TJP2,389,Ligand,TJP2
TJP2,390,Receptor,TJP2
TREML1,391,Receptor,TREML1
TTN,392,Ligand,TTN
TTN,393,Receptor,TTN
USP28,394,Ligand,USP28
USP28,395,Receptor,USP28
VCAM1,396,Ligand,VCAM1
VCAM1,397,Receptor,VCAM1
WDR5,398,Receptor,WDR5
WNT11,399,Ligand,WNT11
WNT11,400,Receptor,WNT11
WNT2,401,Ligand,WNT2
WNT2,402,Receptor,WNT2
WNT2B,403,Ligand,WNT2B
WNT3,404,Ligand,WNT3
WNT3A,405,Ligand,WNT3A
WNT3A,406,Receptor,WNT3A
WNT5A,407,Ligand,WNT5A
WNT5A,408,Receptor,WNT5A
WNT5B,409,Ligand,WNT5B
WNT5B,410,Receptor,WNT5B
WNT8A,411,Ligand,WNT8A
WNT8A,412,Receptor,WNT8A
ZIC3,413,Ligand,ZIC3
