,Id,category,identifier
154,154,Ligand,RAET1E
155,155,Ligand,CD200R1
156,156,Ligand,SECTM1
157,157,Ligand,NRG4
158,158,Ligand,NECTIN2
159,159,Ligand,EDA
160,160,Ligand,SEMA4D
161,161,Ligand,HAVCR1
162,162,Ligand,TIMD4
163,163,Ligand,NECTIN4
164,164,Ligand,SLITRK1
165,165,Ligand,ADAM2
166,166,Ligand,PDCD1LG2
167,167,Ligand,JAM3
168,168,Ligand,ULBP3
169,169,Ligand,ULBP2
170,170,Ligand,ULBP1
171,171,Ligand,SEMA4C
172,172,Ligand,SLITRK2
173,173,Ligand,SEMA6A
174,174,Ligand,ADAM7
175,175,Ligand,SEMA4A
176,176,Ligand,SEMA6B
177,177,Ligand,SLITRK6
178,178,Ligand,NRXN3
179,179,Ligand,CD209
180,180,Ligand,SEMA4B
181,181,Ligand,NECTIN3
182,182,Ligand,DLL4
183,183,Ligand,PDGFC
184,184,Ligand,LRRC4B
185,185,Ligand,SEMA4G
186,186,Ligand,DLL3
187,187,Ligand,PODXL2
188,188,Ligand,NLGN3
189,189,Ligand,IL1RAPL1
190,190,Ligand,CD274
191,191,Ligand,CLEC1B
192,192,Ligand,SIRPG
193,193,Ligand,SEMA5B
194,194,Ligand,CKLF
195,195,Ligand,KL
196,196,Ligand,CLEC2D
197,197,Ligand,ADAM29
198,198,Ligand,ADAM28
199,199,Ligand,HHLA2
200,200,Ligand,ICAM5
201,201,Ligand,TNFSF18
202,202,Ligand,JAG2
203,203,Ligand,TNFSF13B
204,204,Ligand,F11R
205,205,Ligand,COL6A6
206,206,Ligand,COL6A5
207,207,Ligand,FRAS1_FREM1_NPNT
208,208,Ligand,FRAS1_FREM2_NPNT
209,209,Ligand,AGRN
210,210,Ligand,LAMA5
211,211,Ligand,CHAD
212,212,Ligand,COL1A1
213,213,Ligand,COL2A1
214,214,Ligand,COL4A1
215,215,Ligand,FN1
216,216,Ligand,VTN
217,217,Ligand,VWF
218,218,Ligand,LAMB1
219,219,Ligand,COL1A2
220,220,Ligand,COL4A2
221,221,Ligand,LAMC1
222,222,Ligand,COL6A1
223,223,Ligand,COL6A2
224,224,Ligand,COL6A3
225,225,Ligand,COL9A1
226,226,Ligand,IBSP
227,227,Ligand,TNXB
228,228,Ligand,LAMA2
229,229,Ligand,TNC
230,230,Ligand,LAMA1
231,231,Ligand,COL4A5
232,232,Ligand,THBS2
233,233,Ligand,THBS4
234,234,Ligand,THBS3
235,235,Ligand,COMP
236,236,Ligand,COL4A4
237,237,Ligand,LAMB2
238,238,Ligand,RELN
239,239,Ligand,HSPG2
240,240,Ligand,COL4A3
241,241,Ligand,DMP1
242,242,Ligand,LAMB3
243,243,Ligand,LAMC2
244,244,Ligand,COL4A6
245,245,Ligand,COL9A3
246,246,Ligand,COL9A2
247,247,Ligand,LAMA4
248,248,Ligand,LAMA3
249,249,Ligand,TNR
250,250,Ligand,DSPP
251,251,Ligand,TNN
252,252,Ligand,LAMC3
253,253,Ligand,CLCF1_CRLF1
254,254,Ligand,LTA_LTB
255,255,Ligand,IGHG1_IGLC1
256,256,Ligand,INHA_INHBA
257,257,Ligand,INHA_INHBB
258,258,Ligand,INHBA_INHBB
259,259,Ligand,CSF1_IL34
260,260,Ligand,IL12A_IL12B
261,261,Ligand,EBI3_IL12A
262,262,Ligand,IL12A_IL27
263,263,Ligand,IL12B_IL23A
264,264,Ligand,EBI3_IL27
265,265,Ligand,IL17A_IL17F
266,266,Ligand,IFNL4
267,267,Ligand,CCL24
268,268,Ligand,CORT
269,269,Ligand,AGRP
270,270,Ligand,LEFTY2
271,271,Ligand,CCL21
272,272,Ligand,CCN1
273,273,Ligand,CCL22
274,274,Ligand,NTN3
275,275,Ligand,WNT10B
276,276,Ligand,WNT7A
277,277,Ligand,CXCL11
278,278,Ligand,MSTN
279,279,Ligand,WNT9A
280,280,Ligand,WNT9B
281,281,Ligand,SEMA3E
282,282,Ligand,ANGPT2
283,283,Ligand,NPFF
284,284,Ligand,VGF
285,285,Ligand,DEFB4B
286,286,Ligand,CCL25
287,287,Ligand,CCL16
288,288,Ligand,FGF10
289,289,Ligand,FGF16
290,290,Ligand,DHH
291,291,Ligand,HCRT
292,292,Ligand,ANGPTL7
293,293,Ligand,EDIL3
294,294,Ligand,CD5L
295,295,Ligand,VEGFD
296,296,Ligand,CXCL13
297,297,Ligand,FGF17
298,298,Ligand,GDF9
299,299,Ligand,PSPN
300,300,Ligand,GREM1
301,301,Ligand,SLIT1
302,302,Ligand,SLIT3
303,303,Ligand,PGLYRP1
304,304,Ligand,LEFTY1
305,305,Ligand,FGF18
306,306,Ligand,SLIT2
307,307,Ligand,LRIG2
308,308,Ligand,DKK1
309,309,Ligand,SEMA3D
310,310,Ligand,NXPH2
311,311,Ligand,NXPH3
312,312,Ligand,CCN4
313,313,Ligand,GDF11
314,314,Ligand,BMP10
315,315,Ligand,UTS2
316,316,Ligand,NTN1
317,317,Ligand,CXCL14
318,318,Ligand,FGF19
319,319,Ligand,IL33
320,320,Ligand,CER1
321,321,Ligand,ANGPTL1
322,322,Ligand,OLFM2
323,323,Ligand,LGI1
324,324,Ligand,BMP15
325,325,Ligand,WNT11
326,326,Ligand,HP
327,327,Ligand,PLG
328,328,Ligand,AGT
329,329,Ligand,KNG1
330,330,Ligand,PDGFB
331,331,Ligand,EGF
332,332,Ligand,TGFB1
333,333,Ligand,NGF
334,334,Ligand,NPPA
335,335,Ligand,OXT
336,336,Ligand,AVP
337,337,Ligand,POMC
338,338,Ligand,PENK
339,339,Ligand,PDYN
340,340,Ligand,CGA
341,341,Ligand,TSHB
342,342,Ligand,FSHB
343,343,Ligand,LHB
344,344,Ligand,PRL
345,345,Ligand,GH1
346,346,Ligand,GH2
347,347,Ligand,CALCA
348,348,Ligand,TG
349,349,Ligand,PTH
350,350,Ligand,GCG
351,351,Ligand,VIP
352,352,Ligand,GHRH
353,353,Ligand,PPY
354,354,Ligand,NPY
355,355,Ligand,INS
356,356,Ligand,IGF2
357,357,Ligand,GAST
358,358,Ligand,LTA
359,359,Ligand,IFNA1
360,360,Ligand,IFNA2
361,361,Ligand,IFNA10
362,362,Ligand,IFNA7
363,363,Ligand,IFNA21
364,364,Ligand,IFNA5
365,365,Ligand,IFNA14
366,366,Ligand,IFNA17
367,367,Ligand,IFNB1
368,368,Ligand,IFNG
369,369,Ligand,IL1A
370,370,Ligand,IL1B
371,371,Ligand,EPO
372,372,Ligand,APOA1
373,373,Ligand,APOE
374,374,Ligand,APOA2
375,375,Ligand,APOC2
376,376,Ligand,APOC3
377,377,Ligand,ORM1
378,378,Ligand,TTR
379,379,Ligand,GC
380,380,Ligand,PPBP
381,381,Ligand,PF4
382,382,Ligand,CXCL10
383,383,Ligand,TF
384,384,Ligand,HPX
385,385,Ligand,ANG
386,386,Ligand,AMH
387,387,Ligand,PDGFA
388,388,Ligand,RLN2
389,389,Ligand,APOB
390,390,Ligand,CSF2
391,391,Ligand,TFF1
392,392,Ligand,WNT1
393,393,Ligand,RLN1
394,394,Ligand,IFNW1
395,395,Ligand,IFNA6
396,396,Ligand,IFNA4
397,397,Ligand,IFNA16
398,398,Ligand,IGF1
399,399,Ligand,APOD
400,400,Ligand,S100A8
401,401,Ligand,INHA
402,402,Ligand,IL4
403,403,Ligand,IL5
404,404,Ligand,FGF1
405,405,Ligand,IL6
406,406,Ligand,EDN1
407,407,Ligand,HLA-DQB2
408,408,Ligand,CCK
409,409,Ligand,S100A9
410,410,Ligand,APOA4
411,411,Ligand,GPI
412,412,Ligand,CRH
413,413,Ligand,PRSS1
414,414,Ligand,PRSS2
415,415,Ligand,GRP
416,416,Ligand,DCN
417,417,Ligand,INHBA
418,418,Ligand,LPA
419,419,Ligand,FGF4
420,420,Ligand,IL3
421,421,Ligand,NMB
422,422,Ligand,FGF2
423,423,Ligand,CXCL1
424,424,Ligand,LGALS1
425,425,Ligand,WNT2
426,426,Ligand,GIP
427,427,Ligand,SCT
428,428,Ligand,CSF3
429,429,Ligand,C4B
430,430,Ligand,NPS
431,431,Ligand,SAA1
432,432,Ligand,APELA
433,433,Ligand,CSH1
434,434,Ligand,CSH2
435,435,Ligand,CGB8
436,436,Ligand,SLURP2
437,437,Ligand,PYY
438,438,Ligand,CALCB
439,439,Ligand,CXCL8
440,440,Ligand,CCL3
441,441,Ligand,SPP1
442,442,Ligand,PF4V1
443,443,Ligand,RBP3
444,444,Ligand,FGF6
445,445,Ligand,IAPP
446,446,Ligand,FGF3
447,447,Ligand,SCGB1A1
448,448,Ligand,FGF5
449,449,Ligand,PTHLH
450,450,Ligand,PIP
451,451,Ligand,GZMA
452,452,Ligand,BMP2
453,453,Ligand,BMP4
454,454,Ligand,BMP3
455,455,Ligand,MLN
456,456,Ligand,IL7
457,457,Ligand,CCL4
458,458,Ligand,BMP1
459,459,Ligand,CCL2
460,460,Ligand,CCL5
461,461,Ligand,VCAN
462,462,Ligand,OSM
463,463,Ligand,COL11A2
464,464,Ligand,CD59
465,465,Ligand,EDN3
466,466,Ligand,MIF
467,467,Ligand,HGF
468,468,Ligand,NID1
469,469,Ligand,LIF
470,470,Ligand,IL9
471,471,Ligand,AREG
472,472,Ligand,VEGFA
473,473,Ligand,MUC1
474,474,Ligand,CCL3L1
475,475,Ligand,NPPB
476,476,Ligand,LGALS3
477,477,Ligand,BMP7
478,478,Ligand,ADCYAP1
479,479,Ligand,IL1RN
480,480,Ligand,CXCL2
481,481,Ligand,CXCL3
482,482,Ligand,FST
483,483,Ligand,TCN1
484,484,Ligand,TAC1
485,485,Ligand,PMCH
486,486,Ligand,TRH
487,487,Ligand,NTF3
488,488,Ligand,EDN2
489,489,Ligand,IL11
490,490,Ligand,PTN
491,491,Ligand,MDK
492,492,Ligand,ZP3
493,493,Ligand,FGF7
494,494,Ligand,BMP5
495,495,Ligand,BMP6
496,496,Ligand,IL10
497,497,Ligand,CCL1
498,498,Ligand,FGFR4
499,499,Ligand,GAL
500,500,Ligand,FGFR3
501,501,Ligand,FBLN1
502,502,Ligand,ANOS1
503,503,Ligand,BDNF
504,504,Ligand,NPPC
505,505,Ligand,IL32
506,506,Ligand,COL8A2
507,507,Ligand,AZGP1
508,508,Ligand,S100A4
509,509,Ligand,MST1
510,510,Ligand,GDF1
511,511,Ligand,CALR
512,512,Ligand,CFP
513,513,Ligand,GRN
514,514,Ligand,CCN2
515,515,Ligand,IL12A
516,516,Ligand,NTS
517,517,Ligand,FGF9
518,518,Ligand,IFNA8
519,519,Ligand,NTF4
520,520,Ligand,BMP8B
521,521,Ligand,PRSS3
522,522,Ligand,IL13
523,523,Ligand,SFTPD
524,524,Ligand,ADM
525,525,Ligand,SERPINF1
526,526,Ligand,SNCA
527,527,Ligand,COL15A1
528,528,Ligand,GDNF
529,529,Ligand,THPO
530,530,Ligand,IL15
531,531,Ligand,LEP
532,532,Ligand,WNT5A
533,533,Ligand,CXCL5
534,534,Ligand,XCL1
535,535,Ligand,CXCL12
536,536,Ligand,NMU
537,537,Ligand,CCN3
538,538,Ligand,PGF
539,539,Ligand,VEGFB
540,540,Ligand,VEGFC
541,541,Ligand,INSL3
542,542,Ligand,CCL11
543,543,Ligand,LUM
544,544,Ligand,COPA
545,545,Ligand,SLURP1
546,546,Ligand,MFAP2
547,547,Ligand,APOC4
548,548,Ligand,FGF8
549,549,Ligand,UCN
550,550,Ligand,INHBC
551,551,Ligand,GDF10
552,552,Ligand,CCL23
553,553,Ligand,CCL18
554,554,Ligand,WNT3
555,555,Ligand,WNT3A
556,556,Ligand,WNT4
557,557,Ligand,WNT7B
558,558,Ligand,INHBE
559,559,Ligand,PROK1
560,560,Ligand,NXPH1
561,561,Ligand,FAM3B
562,562,Ligand,DEFB1
563,563,Ligand,IL2
564,564,Ligand,SST
565,565,Ligand,OSTN
566,566,Ligand,TGFB2
567,567,Ligand,YBX1
568,568,Ligand,CX3CL1
569,569,Ligand,CCL20
570,570,Ligand,CCL8
571,571,Ligand,CCL7
572,572,Ligand,CXCL6
573,573,Ligand,S100A12
574,574,Ligand,PRLH
575,575,Ligand,DEFB103A
576,576,Ligand,QRFP
577,577,Ligand,FBLN2
578,578,Ligand,NDP
579,579,Ligand,GUCA2A
580,580,Ligand,TFF2
581,581,Ligand,COL10A1
582,582,Ligand,COL16A1
583,583,Ligand,CXCL9
584,584,Ligand,TFF3
585,585,Ligand,LGALS3BP
586,586,Ligand,MFGE8
587,587,Ligand,FGL1
588,588,Ligand,EFEMP1
589,589,Ligand,AIMP1
590,590,Ligand,IL24
591,591,Ligand,SEMA3B
592,592,Ligand,IL15RA
593,593,Ligand,SEMA3F
594,594,Ligand,PNOC
595,595,Ligand,IL16
596,596,Ligand,IL18
597,597,Ligand,GAS6
598,598,Ligand,CSHL1
599,599,Ligand,SEMA3A
600,600,Ligand,IHH
601,601,Ligand,COL19A1
602,602,Ligand,POSTN
603,603,Ligand,ANGPT1
604,604,Ligand,SHH
605,605,Ligand,FCN2
606,606,Ligand,KISS1
607,607,Ligand,ADIPOQ
608,608,Ligand,ECM1
609,609,Ligand,CTF1
610,610,Ligand,CCL14
611,611,Ligand,GUCA2B
612,612,Ligand,CCL15
613,613,Ligand,MIA
614,614,Ligand,COL24A1
615,615,Ligand,MSMP
616,616,Ligand,RSPO4
617,617,Ligand,RSPO1
618,618,Ligand,COL28A1
619,619,Ligand,ERFE
620,620,Ligand,NMS
621,621,Ligand,SIRPB2
622,622,Ligand,ARTN
623,623,Ligand,IL31
624,624,Ligand,GDF6
625,625,Ligand,IGFL1
626,626,Ligand,IGFL2
627,627,Ligand,ENHO
628,628,Ligand,VSTM1
629,629,Ligand,ALKAL2
630,630,Ligand,IGFL3
631,631,Ligand,CXCL17
632,632,Ligand,ALKAL1
633,633,Ligand,RSPO2
634,634,Ligand,SOSTDC1
635,635,Ligand,IL34
636,636,Ligand,UTS2B
637,637,Ligand,ADM2
638,638,Ligand,GDF7
639,639,Ligand,BMP8A
640,640,Ligand,TAC4
641,641,Ligand,IFNE
642,642,Ligand,GPHB5
643,643,Ligand,IFNL1
644,644,Ligand,SFTPA1
645,645,Ligand,COL27A1
646,646,Ligand,IFNL3
647,647,Ligand,IFNL2
648,648,Ligand,LGI2
649,649,Ligand,DEFB106B
650,650,Ligand,LGI4
651,651,Ligand,LGI3
652,652,Ligand,NPW
653,653,Ligand,FNDC5
654,654,Ligand,DRAXIN
655,655,Ligand,PCSK9
656,656,Ligand,COL22A1
657,657,Ligand,NPB
658,658,Ligand,CCL4L1
659,659,Ligand,IL1F10
660,660,Ligand,RLN3
661,661,Ligand,FAM3C
662,662,Ligand,CCL17
663,663,Ligand,FGF13
664,664,Ligand,PRG4
665,665,Ligand,WNT2B
666,666,Ligand,WNT8B
667,667,Ligand,TSLP
668,668,Ligand,LEAP2
669,669,Ligand,UCN3
670,670,Ligand,COL26A1
671,671,Ligand,PTH2
672,672,Ligand,RGMA
673,673,Ligand,FAM3D
674,674,Ligand,BCAN
675,675,Ligand,SFRP2
676,676,Ligand,LRIG1
677,677,Ligand,TAFA4
678,678,Ligand,COL21A1
679,679,Ligand,SCGB3A1
680,680,Ligand,UCN2
681,681,Ligand,NODAL
682,682,Ligand,GPHA2
683,683,Ligand,HBEGF
684,684,Ligand,AMELX
685,685,Ligand,AMELY
686,686,Ligand,NELL2
687,687,Ligand,CCL13
688,688,Ligand,COL12A1
689,689,Ligand,CCL19
690,690,Ligand,NRTN
691,691,Ligand,RARRES2
692,692,Ligand,MYOC
693,693,Ligand,SEMA3C
694,694,Ligand,GDF15
695,695,Ligand,SOST
696,696,Ligand,SPX
697,697,Ligand,SPON2
698,698,Ligand,C1QTNF1
699,699,Ligand,RSPO3
700,700,Ligand,ANGPTL4
701,701,Ligand,PDGFD
702,702,Ligand,WNT10A
703,703,Ligand,FGF23
704,704,Ligand,IL22
705,705,Ligand,LACRT
706,706,Ligand,WNT8A
707,707,Ligand,WNT5B
708,708,Ligand,IL25
709,709,Ligand,MMRN2
710,710,Ligand,NTN4
711,711,Ligand,IL21
712,712,Ligand,PROK2
713,713,Ligand,CRLF2
714,714,Ligand,SPON1
715,715,Ligand,NPVF
716,716,Ligand,FGF22
717,717,Ligand,RETN
718,718,Ligand,AMBN
719,719,Ligand,FGF20
720,720,Ligand,IL23A
721,721,Ligand,IL26
722,722,Ligand,GDF3
723,723,Ligand,CCL28
724,724,Ligand,ENAM
725,725,Ligand,CYTL1
726,726,Ligand,LTBP3
727,727,Ligand,SEMA3G
728,728,Ligand,FGF21
729,729,Ligand,OBP2A
730,730,Ligand,IL20
731,731,Ligand,IL37
732,732,Ligand,IL36B
733,733,Ligand,IL36G
734,734,Ligand,IL17C
735,735,Ligand,IFNK
736,736,Ligand,COL20A1
737,737,Ligand,CNTN3
738,738,Ligand,GALP
739,739,Ligand,XCL2
740,740,Ligand,CLCF1
741,741,Ligand,IL36RN
742,742,Ligand,DKK3
743,743,Ligand,DKK4
744,744,Ligand,DKK2
745,745,Ligand,GHRL
746,746,Ligand,WNT16
747,747,Ligand,IL36A
748,748,Ligand,IL19
749,749,Ligand,TAC3
750,750,Ligand,IL17B
751,751,Ligand,PCSK1N
752,752,Ligand,GDF2
753,753,Ligand,ANGPTL2
754,754,Ligand,APLN
755,755,Ligand,COL17A1
756,756,Ligand,CLEC11A
757,757,Ligand,CCL26
758,758,Ligand,ANGPT4
759,759,Ligand,CCL27
760,760,Ligand,ANGPTL3
761,761,Ligand,INSL5
762,762,Ligand,WIF1
763,763,Ligand,WNT6
764,764,Ligand,CD70
765,765,Ligand,EFNA2
766,766,Ligand,EFNA3
767,767,Ligand,CLEC2B
768,768,Ligand,CLEC2A
769,769,Ligand,CXCL16
770,770,Ligand,C3
771,771,Ligand,TNFSF8
772,772,Ligand,TNFSF4
773,773,Ligand,PLAU
774,774,Ligand,CD72
775,775,Ligand,CNTF
776,776,Ligand,HMGB1
777,777,Ligand,LCN1
778,778,Ligand,TXLNA
779,779,Ligand,COL8A1
780,780,Ligand,COL7A1
781,781,Ligand,COL5A3
782,782,Ligand,COL5A2
783,783,Ligand,COL5A1
784,784,Ligand,COL3A1
785,785,Ligand,COL18A1
786,786,Ligand,COL14A1
787,787,Ligand,COL11A1
788,788,Ligand,CD24
789,789,Ligand,CLEC4G
790,790,Ligand,GNAI2
791,791,Ligand,GNRH1
792,792,Ligand,PSEN1
793,793,Ligand,AFDN
794,794,Ligand,PROS1
795,795,Ligand,C5
796,796,Ligand,RPS19
797,797,Ligand,CAMP
798,798,Ligand,HEBP1
799,799,Ligand,GNRH2
800,800,Ligand,PSAP
801,801,Ligand,ARF1
802,802,Ligand,GNAS
803,803,Ligand,FGA
804,804,Ligand,KMT2E
805,805,Ligand,LIPH
806,806,Ligand,NTNG2
807,807,Ligand,RTN4
808,808,Ligand,CNTN6
809,809,Ligand,NTNG1
810,810,Ligand,PCNA
811,811,Ligand,GZMB
812,812,Ligand,CD38
813,813,Ligand,SERPINC1
814,814,Ligand,SERPINA1
815,815,Ligand,MFNG
816,816,Ligand,F2
817,817,Ligand,REN
818,818,Ligand,TFPI
819,819,Ligand,OMG
820,820,Ligand,ASIP
821,821,Ligand,FSTL1
822,822,Ligand,HRAS
823,823,Ligand,F9
824,824,Ligand,TIMP1
825,825,Ligand,SFRP1
826,826,Ligand,PLAT
827,827,Ligand,SERPINE1
828,828,Ligand,LTF
829,829,Ligand,HRG
830,830,Ligand,PROC
831,831,Ligand,VASP
832,832,Ligand,AANAT
833,833,Ligand,CRP
834,834,Ligand,MMP7
835,835,Ligand,TIMP2
836,836,Ligand,F13A1
837,837,Ligand,TIMP3
838,838,Ligand,IGFBP4
839,839,Ligand,SHANK1
840,840,Ligand,SCGB3A2
841,841,Ligand,FGB
842,842,Ligand,PRND
843,843,Ligand,HAS2
844,844,Ligand,RGMB
845,845,Ligand,LPL
846,846,Ligand,FBN1
847,847,Ligand,BGN
848,848,Ligand,CTHRC1
849,849,Ligand,FGG
850,850,Ligand,SLPI
851,851,Ligand,F8
852,852,Ligand,TGM2
853,853,Ligand,C4BPA
854,854,Ligand,CFH
855,855,Ligand,RBP4
856,856,Ligand,CEL
857,857,Ligand,MMP9
858,858,Ligand,ZG16B
859,859,Ligand,TCTN1
860,860,Ligand,C4A
861,861,Ligand,LRPAP1
862,862,Ligand,HSP90AA1
863,863,Ligand,CPAMD8
864,864,Ligand,LTB
865,865,Ligand,A2M
866,866,Ligand,SERPINE2
867,867,Ligand,MMP13
868,868,Ligand,C1QB
869,869,Ligand,LIPC
870,870,Ligand,SFTPA2
871,871,Ligand,MBL2
872,872,Ligand,C1QA
873,873,Ligand,RNASE2
874,874,Ligand,CP
875,875,Ligand,GPC3
876,876,Ligand,SERPING1
877,877,Ligand,ALB
878,878,Ligand,LCN2
879,879,Ligand,SPINK1
880,880,Ligand,LIN7C
881,881,Ligand,MATN1
882,882,Ligand,PLA2G10
883,883,Ligand,LTBP1
884,884,Ligand,MMP1
885,885,Ligand,FAT4
886,886,Ligand,AHSG
887,887,Ligand,PTMA
888,888,Ligand,PTGS2
889,889,Ligand,F10
890,890,Ligand,F7
891,891,Ligand,MMP12
892,892,Ligand,COLQ
893,893,Ligand,PLTP
894,894,Ligand,MEPE
895,895,Ligand,VIM
896,896,Ligand,NAMPT
897,897,Ligand,CEACAM5
898,898,Ligand,BSG
899,899,Ligand,CRTAM
900,900,Ligand,CADM1
901,901,Ligand,CD52
902,902,Ligand,CIRBP
903,903,Ligand,DNAJB11
904,904,Ligand,INHBB
905,905,Ligand,LY86
906,906,Ligand,MUC2
907,907,Ligand,MYL9
908,908,Ligand,PTDSS1
909,909,Ligand,SERTAD1
910,910,Ligand,TOR2A
911,911,Ligand,CALM1
912,912,Ligand,S100A10
913,913,Ligand,FADD
914,914,Ligand,MFAP5
915,915,Ligand,MTMR4
916,916,Ligand,CALM2
917,917,Ligand,CALM3
918,918,Ligand,IRAK4
919,919,Ligand,MEGF10
920,920,Ligand,TLN1
921,921,Ligand,GSTP1
922,922,Ligand,SORBS1
923,923,Ligand,ITGB3BP
924,924,Ligand,VCL
925,925,Ligand,TCN2
926,926,Ligand,MMP2
927,927,Ligand,GNB3
928,928,Ligand,GSTM2
929,929,Ligand,PI3
930,930,Ligand,LYPD3
931,931,Ligand,TPH1
932,932,Ligand,LMAN1
933,933,Ligand,NCAN
934,934,Ligand,CFC1
935,935,Ligand,TGS1
936,936,Ligand,LYZ
937,937,Ligand,RIMS2
938,938,Ligand,FARP2
939,939,Ligand,BST1
940,940,Ligand,NPTX2
941,941,Ligand,HDC
942,942,Ligand,CGN
943,943,Ligand,QDPR
944,944,Ligand,PIGF
945,945,Ligand,ADAMTS3
946,946,Ligand,S100B
947,947,Ligand,S100A1
948,948,Ligand,FGF11
949,949,Ligand,ARPC5
950,950,Ligand,FABP5
951,951,Ligand,ARF6
952,952,Ligand,HSP90B1
953,953,Ligand,HSPA4
954,954,Ligand,NPTX1
955,955,Ligand,EFEMP2
956,956,Ligand,AGTRAP
957,957,Ligand,PKM
958,958,Ligand,IZUMO1
959,959,Ligand,P4HB
960,960,Ligand,SEMA4F
961,961,Ligand,GAD1
962,962,Ligand,ITIH2
963,963,Ligand,SPTAN1
964,964,Ligand,FGF14
965,965,Ligand,ACTR2
